company_name,fund_name,initial_date,m_strategy,pbs,setting,total_net_profit,modified_base,june_perf,week_perf,pday_perf,perf_2019,year_conv_perf,cum_perf
빌리언폴드,빌리언폴드 Billion Beat-MS 전문투자형사모투자신탁 [종류A],2018-01-22,Equity Long-Short,삼성증권,380,398,"1,178.06",-4.80,-1.72,-3.43,17.14,12.62,17.81
빌리언폴드,빌리언폴드 Billion Beat-RV 전문투자형사모투자신탁 [종류C-D],2018-01-04,Equity Long-Short,삼성증권,448,469,"1,194.51",-4.42,-1.38,-3.56,17.61,13.32,19.45
안다자산,안다 갤럭시 P 전문투자형사모투자신탁 제 1호_A클래스,2017-07-03,Equity Long-Short,신한금융투자,40,40,992.63,0.69,-0.02,-0.09,0.80,-0.37,-0.74
안다자산,안다 갤럭시 W 전문투자형사모투자신탁 제 1호_A클래스,2017-08-10,Equity Long-Short,신한금융투자,41,38,980.54,0.64,-0.04,-0.05,0.81,-1.04,-1.95
안다자산,안다 플래닛 전문투자형사모투자신탁 제1호 C-S클래스,2016-01-05,Equity Long-Short,NH투자,253,242,"1,173.79",-1.20,-0.40,-0.13,1.43,5.02,17.38
제이앤제이,제이앤제이파트너롱숏전문투자형사모투자신탁제1호 S,2016-11-24,Equity Long-Short,KB증권,61,57,"1,438.91",2.41,0.42,0.02,14.13,17.06,43.89
피데스,피데스 신머이 B&I 전문투자형 사모투자신탁 제3호 ClassC-S,2016-09-20,Equity Long-Short,한투증권,232,223,"1,025.99",0.37,0.12,0.27,1.35,0.94,2.60
피데스,피데스 신머이 B&I 전문투자형 사모투자신탁 제4호 ClassA,2016-10-18,Equity Long-Short,한투증권,39,38,"1,059.93",0.25,0.05,0.27,-1.09,2.24,5.99
피데스,피데스 신머이 S&I 전문투자형 사모투자신탁 제6호,2017-03-17,Equity Long-Short,한투증권,80,54,924.52,-0.98,0.38,0.18,1.19,-3.34,-7.55
피데스,피데스 신짜오 전문투자형 사모투자신탁 제1호 ClassC-S,2016-01-28,Equity Long-Short,한투증권,835,799,"1,138.57",-0.01,-0.01,0.23,1.92,4.08,13.86
밸류시스템,밸류시스템 천지연 전문투자형 사모투자신탁 C-A 클래스,2017-01-20,"Equity Long-only+
Multi",삼성증권,65,54,"1,071.82",3.16,0.40,0.03,7.03,2.97,7.18
디에스,디에스 Sng 전문투자형 사모투자신탁,2018-07-19,"Equity Long-only
+ Multi",미래에셋대우,71,73,"1,031.16",-2.16,-1.73,0.16,4.42,3.37,3.12
디에스,디에스 Solid.I 전문투자형 사모투자신탁 종류A,2019-06-14,"Equity Long-only
+ Multi",한투증권,261,261,"1,001.09",0.11,0.11,0.06,0.11,5.68,0.11
디에스,디에스 The First 전문투자형 사모투자신탁 종류C,2019-03-25,"Equity Long-only
+ Multi",삼성증권,101,101,996.35,-0.37,-0.40,-0.14,-0.36,-1.51,-0.36
디에스,디에스 高 전문투자형 사모투자신탁 종류A,2017-07-17,"Equity Long-only
+ Multi",미래에셋대우,161,150,930.59,7.44,2.01,0.96,22.20,-3.60,-6.94
디에스,디에스 名 전문투자형 사모투자신탁 종류A,2017-08-16,"Equity Long-only
+ Multi",미래에셋대우,64,64,"1,006.96",3.73,1.46,0.73,20.09,0.38,0.70
디에스,디에스 福 전문투자형 사모투자신탁 종류C-S,2016-03-02,"Equity Long-only
+ Multi",미래에셋대우,503,441,"1,368.97",7.02,1.69,0.94,20.81,11.17,36.90
디에스,디에스 秀 전문투자형 사모투자신탁 종류C-S,2016-02-02,"Equity Long-only
+ Multi",미래에셋대우,359,342,"1,350.67",3.64,1.41,0.77,33.26,10.36,35.07
디에스,디에스 昇 전문투자형 사모투자신탁 종류A,2016-08-19,"Equity Long-only
+ Multi",삼성증권,108,100,"1,222.61",3.74,1.56,0.77,17.84,7.84,22.26
디에스,디에스 信 전문투자형 사모투자신탁 종류A,2018-01-26,"Equity Long-only
+ Multi",미래에셋대우,186,156,834.18,3.53,1.38,0.79,13.08,-11.84,-16.58
디에스,디에스 匠 전문투자형 사모투자신탁 종류A,2017-11-29,"Equity Long-only
+ Multi",삼성증권,204,171,836.41,3.68,1.49,0.66,14.59,-10.49,-16.36
디에스,디에스 正 전문투자형 사모투자신탁 종류C-S,2016-04-18,"Equity Long-only
+ Multi",삼성증권,172,149,"1,179.30",7.26,1.87,0.73,22.23,5.65,17.93
디에스,디에스 智 전문투자형 사모투자신탁 종류C-S,2016-02-02,"Equity Long-only
+ Multi",미래에셋대우,140,129,"1,130.92",7.38,2.08,0.84,24.85,3.87,13.09
디에스,디에스 珍 전문투자형 사모투자신탁 종류C-S,2016-05-23,"Equity Long-only
+ Multi",NH투자,144,127,"1,189.63",3.85,1.67,0.76,18.12,6.16,18.96
디에스,디에스 賢 전문투자형 사모투자신탁 종류C-S,2016-03-02,"Equity Long-only
+ Multi",미래에셋대우,227,191,"1,159.24",7.19,2.11,0.99,21.86,4.82,15.92
밸류시스템,밸류시스템 다오름 전문투자형 사모투자신탁 A클래스,2018-01-26,Equity Long-only,삼성증권,76,65,857.26,2.11,0.16,-0.05,5.68,-10.20,-14.27
밸류시스템,밸류시스템 백합 전문투자형 사모투자신탁 A클래스,2018-02-09,Equity Long-only,한투증권,44,38,871.28,2.21,0.31,0.04,4.72,-9.45,-12.87
밸류시스템,밸류시스템 용오름 전문투자형 사모투자신탁 A클래스,2018-02-02,Equity Long-only,미래에셋대우,74,66,887.69,2.37,0.20,-0.05,6.08,-8.13,-11.23
밸류시스템,밸류시스템 튤립 전문투자형 사모투자신탁 A클래스,2018-02-13,Equity Long-only,신한금융투자,25,22,872.05,3.02,0.22,-0.13,6.39,-9.47,-12.79
브레인,브레인 백두 전문사모투자신탁 1호 종류 C-S,2012-09-17,"Equity Long/Short
Directional Strategy",삼성증권,416,295,"1,085.70",0.95,2.12,-1.32,3.47,1.27,8.57
브레인,브레인 태백 전문사모투자신탁 1호 종류 C-S,2013-03-19,"Equity Long/Short
Directional Strategy",삼성증권,458,321,906.45,1.07,2.35,-1.84,3.59,-1.49,-9.36
브레인,브레인 한라 전문사모투자신탁 1호 종류 C-S,2014-03-04,"Equity Long/Short
Directional Strategy",삼성증권,6,4,748.56,0.09,0.02,0.01,-5.21,-4.74,-25.14
모루,모루 장인HL 전문투자형 사모투자신탁 제1호_C-s,2018-02-28,Equity Long Only,NH투자,32,31,984.46,1.78,-0.15,-0.21,4.86,-1.19,-1.55
스팍스,스팍스원아시아롱숏전문투자형사모투자신탁제1호 C-S,2017-07-25,Equity L/S(Asia),NH투자,104,98,989.76,1.32,0.27,-0.55,5.18,-0.54,-1.02
라쿤,라쿤 Agile BNB H 전문투자형사모투자신탁1호(C-S),2018-07-09,Equity Hedge,미래에셋대우,23,22,"1,135.68",0.50,-0.69,-0.35,5.60,14.27,13.57
라쿤,라쿤 Agile BNB 전문투자형사모투자신탁1호(C-S),2018-06-05,Equity Hedge,미래에셋대우,60,61,"1,172.00",0.69,-1.11,-0.38,16.16,16.48,17.20
라쿤,라쿤 Agile H 전문투자형사모투자신탁1호 (C-S),2019-03-08,Equity Hedge,한투증권,15,15,973.87,-1.12,-0.33,-0.18,-2.61,-9.08,-2.61
라쿤,라쿤 Agile P 전문투자형사모투자신탁1호 C,2017-07-10,Equity Hedge,미래에셋대우,64,69,"1,130.63",2.22,-0.27,-0.34,12.69,6.71,13.06
라쿤,라쿤 Agile 전문투자형사모투자신탁1호 (A),2017-04-12,Equity Hedge,미래에셋대우,42,45,"1,097.69",2.98,-0.38,-0.22,17.38,4.46,9.77
라쿤,라쿤 ST 전문투자형사모투자신탁1호(종류1종),2019-04-08,Equity Hedge,미래에셋대우,50,57,"1,025.25",0.68,0.22,0.10,2.53,12.45,2.53
라쿤,라쿤 ST 전문투자형사모투자신탁2호,2019-06-14,Equity Hedge,미래에셋대우,196,205,"1,043.94",4.39,5.94,-1.01,4.39,229.12,4.39
라쿤,라쿤X리코 멀티하이일드 전문투자형사모투자신탁1호,2019-06-13,Equity Hedge,미래에셋대우,9,9,999.84,-0.02,-0.01,0.00,-0.02,-0.73,-0.02
람다,람다 SPAC 플러스 전문투자형사모투자신탁 제1호,2019-04-08,Equity Hedge,NH투자,24,25,"1,030.28",1.85,1.14,0.21,3.03,14.94,3.03
람다,람다 The Brand New 세컨더리 전문투자형 사모투자신탁 제1호 종류A,2019-03-06,Equity Hedge,NH투자,37,37,997.67,-0.05,-0.02,-0.01,-0.23,-0.79,-0.23
람다,람다 공모주 멀티 전문투자형 사모투자신탁 제1호,2017-04-18,Equity Hedge,NH투자,110,115,"1,120.13",1.62,0.46,0.16,5.41,5.52,12.01
람다,람다 공모주 멀티 전문투자형 사모투자신탁 제2호,2019-05-03,Equity Hedge,NH투자,8,8,997.08,-0.38,-0.77,-0.31,-0.29,-2.18,-0.29
람다,람다 공모주 코넥스하이일드 전문투자형 사모투자신탁 제1호 종류C-S,2018-03-02,Equity Hedge,NH투자,29,31,"1,171.01",0.50,0.07,-0.04,6.60,13.11,17.10
람다,람다 공모주 코넥스하이일드 전문투자형 사모투자신탁 제2호 종류C-S,2018-05-31,Equity Hedge,NH투자,29,29,"1,102.79",0.53,-0.09,-0.09,6.31,9.72,10.28
람다,람다 공모주 하이일드 전문투자형 사모투자신탁 제1호 종류C,2019-03-14,Equity Hedge,NH투자,54,55,"1,005.67",0.39,0.04,-0.02,0.57,2.09,0.57
람다,람다 글로벌 밸류업 전문투자형 사모투자신탁 제1호,2019-01-28,Equity Hedge,KB증권,83,86,"1,030.99",-2.27,-1.79,0.16,3.10,7.86,3.10
람다,람다 벤처 메자닌 전문투자형 사모투자신탁 제1호 종류C-S,2018-04-12,Equity Hedge,NH투자,62,70,"1,140.72",3.67,-0.70,-1.26,2.28,11.81,14.07
마운틴,마운틴 폭스 전문투자형사모투자신탁 제1호 Class C-D,2017-01-03,Equity Hedge,KB증권,93,83,"1,124.79",1.36,0.28,-0.16,9.12,5.07,12.48
마운틴,마운틴 폭스 전문투자형사모투자신탁 제2호 A,2018-01-31,Equity Hedge,미래에셋대우,59,52,888.76,1.41,0.22,-0.17,9.31,-8.02,-11.12
머스트,머스트 전문투자형 사모투자신탁 제1호,2016-10-07,High-yield,미래에셋대우,"1,197","1,341","1,834.93",3.43,-0.41,-0.80,12.05,30.88,83.49
머스트,머스트 전문투자형 사모투자신탁 제2호,2016-10-07,High-yield,미래에셋대우,"1,057","1,186","1,809.49",3.43,-0.47,-0.82,12.24,29.94,80.95
머스트,머스트 전문투자형 사모투자신탁 제3호,2016-10-07,High-yield,미래에셋대우,921,"1,033","1,642.26",3.42,-0.44,-0.82,12.14,23.75,64.23
머스트,머스트 전문투자형 사모투자신탁 제4호 종류 C-S,2017-01-20,High-yield,미래에셋대우,944,"1,041","1,619.17",3.37,-0.42,-0.80,12.59,25.62,61.92
머스트,머스트 전문투자형 사모투자신탁 제5호 종류C-S,2019-03-15,High-yield,미래에셋대우,371,392,"1,059.12",3.57,-0.63,-0.84,5.91,22.02,5.91
수림,수림 하나family전문투자형사모투자신탁종류C,2017-11-08,Equity Hedge,한투증권,110,87,791.18,6.16,3.68,-1.01,-8.33,-12.92,-20.88
수림,수림Fa전문투자형사모투자신탁제1호종류A,2017-07-26,Equity Hedge,한투증권,7,5,683.80,6.79,3.92,-0.99,-6.60,-16.61,-31.62
수림,수림WAYⅠ전문투자형사모투자신탁제1호종류A,2017-04-14,Equity Hedge,KB증권,140,97,961.10,6.51,3.92,-1.07,-8.66,-1.78,-3.89
수림,수림WAYⅡ 전문투자형사모투자신탁제2호종류A,2017-04-28,Equity Hedge,한투증권,67,50,966.92,6.29,3.71,-1.00,-6.20,-1.54,-3.31
수림,수림We전문투자형사모투자신탁제2호종류C,2017-06-16,Equity Hedge,KB증권,46,31,809.63,6.55,3.91,-1.05,-8.26,-9.45,-19.04
수림,수림We전문투자형사모투자신탁제3호종류A,2017-06-30,Equity Hedge,삼성증권,51,37,828.10,6.41,3.76,-1.00,-7.84,-8.70,-17.19
수림,수림하나club전문투자형사모투자신탁종류C,2017-11-17,Equity Hedge,한투증권,48,31,637.85,6.32,3.66,-1.11,-8.07,-22.75,-36.22
아샘,아샘아시아배당플러스전문투자형사모투자신탁1호 A,2016-10-21,Equity Hedge,한투증권,1,1,"1,173.25",-2.94,-0.76,-0.18,2.18,6.50,17.33
마운틴,우리기술투자-마운틴 전문투자형 사모투자신탁,2018-11-20,Equity Hedge,미래에셋대우,33,33,993.41,-0.07,-0.02,-0.01,-0.58,-1.13,-0.66
타이거,타이거 5-04 전문투자형 사모투자신탁(클래스A),2017-06-16,Equity Hedge,미래에셋대우,27,27,"1,299.98",3.08,0.24,-0.43,17.97,14.90,30.00
타이거,타이거 5-11 전문투자형 사모투자신탁(클래스A),2017-07-07,Equity Hedge,삼성증권,33,36,"1,295.79",2.58,0.36,-0.37,15.20,15.12,29.58
타이거,타이거 CORPORATE 2 전문투자형 사모투자신탁(클래스C),2018-02-26,Equity Hedge,한투증권,24,25,"1,053.50",2.69,0.54,-0.31,12.13,4.07,5.35
타이거,타이거 HNW 5-32 전문투자형 사모투자신탁(클래스A),2017-03-06,Equity Hedge,한투증권,54,59,"1,538.81",3.32,0.45,-0.22,17.55,23.50,53.88
타이거,타이거 HNW 5-42 전문투자형 사모투자신탁(클래스A),2018-01-15,Equity Hedge,한투증권,25,28,"1,132.21",2.17,0.43,-0.21,13.31,9.24,13.22
타이거,타이거 TRUST3 전문투자형 사모투자신탁(클래스A),2018-02-14,Equity Hedge,NH투자,61,66,"1,094.81",3.23,0.52,-0.25,14.31,7.03,9.48
타이거,타이거 프렌드2 전문투자형 사모투자신탁(클래스A),2018-01-25,Equity Hedge,한투증권,29,32,"1,086.82",2.22,0.38,-0.40,15.07,6.19,8.68
트리니티,트리니티 K2 전문투자형 사모투자신탁,2017-06-28,Equity Hedge,KB증권,53,46,869.55,2.33,1.84,0.90,8.75,-6.59,-13.04
트리니티,트리니티 넥스트리더 전문투자형 사모투자신탁 종류 A,2017-11-24,Equity Hedge,NH투자,38,34,893.73,2.34,1.85,0.90,7.73,-6.76,-10.63
트리니티,트리니티 데카콘 중소형주 전문투자형 사모투자신탁 종류A,2017-11-24,Equity Hedge,KB증권,88,76,865.18,2.30,1.82,0.91,8.63,-8.57,-13.48
트리니티,트리니티 라젠카 전문투자형 사모투자신탁 종류C,2017-09-15,Equity Hedge,KB증권,66,50,805.40,0.07,0.55,-0.26,13.09,-11.03,-19.46
트리니티,트리니티 브로드피크 전문투자형 사모투자신탁 C-S,2017-09-08,Equity Hedge,NH투자,55,45,874.35,2.28,1.83,0.90,8.59,-7.04,-12.56
트리니티,트리니티 아방가르드 S 전문투자형 사모투자신탁 종류A,2017-09-08,Equity Hedge,한투증권,80,67,900.63,2.31,1.82,0.90,9.69,-5.57,-9.94
트리니티,트리니티 중소형주 플러스 전문투자형 사모투자신탁 종류 A,2017-12-01,Equity Hedge,한투증권,126,98,777.19,0.07,0.56,-0.25,13.17,-14.34,-22.28
트리니티,트리니티 컨템포러리 T 전문투자형 사모투자신탁 C,2017-09-08,Equity Hedge,한투증권,98,76,801.80,2.20,1.82,0.90,9.46,-11.11,-19.82
파레토,파레토 스트로베리 전문투자형사모투자신탁 제1호C-S,2017-02-13,Equity Hedge,KB증권,76,68,979.39,3.33,0.45,-0.83,5.24,-0.88,-2.06
파레토,파레토 스트로베리 전문투자형사모투자신탁 제2호C-S,2018-02-13,Equity Hedge,KB증권,9,8,906.35,3.33,0.48,-0.83,5.21,-6.93,-9.37
파레토,파레토 오렌지 전문투자형사모투자신탁 제1호C-S,2017-11-13,Equity Hedge,한투증권,54,50,925.02,3.40,0.51,-0.81,4.98,-4.68,-7.50
파레토,파레토 체리 전문투자형사모투자신탁 제1호 C-S,2017-12-20,Equity Hedge,한투증권,68,52,769.62,4.26,0.09,0.06,11.99,-15.34,-23.04
인벡스,인벡스 포스랩 전문투자형 사모투자신탁 제1호(종류C-s),2016-10-04,CTA/Vol Trading,한투증권,30,7,220.56,3.6,3.5,-0.35,23.39,-28.74,-77.94
휴먼,휴먼레인보우블랙전문투자형사모투자신탁 제1호 종류 A,2019-04-19,CTA,한투증권,10,10,"1,007.36",0.41,0.14,0.06,0.74,4.26,0.74
휴먼,휴먼레인보우오렌지전문투자형사모투자신탁 제1호 종류 C-s,2016-09-01,CTA,한투증권,3,2,972.99,-7.86,-4.12,-0.71,-7.42,-0.96,-2.70
라이노스,라이노스 비상장전환사채 전문투자형 사모투자신탁 제1호,2017-12-18,CB,미래에셋대우,204,212,"1,035.97",0.12,0.03,0.02,1.19,2.39,3.60
타임폴리오,타임폴리오 The Time-A 전문투자형사모투자신탁 종류 C-S,2016-05-23,Equity Hedge,삼성증권,"1,445","1,420","1,318.48",-0.82,-1.00,-0.78,4.63,10.34,31.85
WWG,W아트전문투자형사모투자신탁제1호,2017-02-28,Equity Hedge,NH투자,353,368,"1,042.27",-0.06,0.01,-0.02,-1.28,1.83,4.23
WWG,W전문투자형사모투자신탁 1호,2014-05-30,Equity Hedge,NH투자,542,488,"1,440.27",0.70,-0.01,-0.14,-0.95,8.70,44.03
아샘,아샘하이어전문투자형사모투자신탁1호,2016-12-28,Equity Hedge,KB증권,461,466,"1,014.41",0.11,0.04,0.02,0.90,0.58,1.44
AIP,AIP 코넥스하이일드 전문투자형사모투자신탁 1호,2019-01-31,Equity Hedge,NH투자,33,34,"1,026.46",0.61,-1.10,0.09,2.65,6.85,2.65
AIP,AIP 프리IPO공모주 전문투자형 사모벤처기업투자신탁1호 종류A,2018-04-06,Equity Hedge,NH투자,81,98,"1,250.43",2.03,0.34,0.68,25.61,20.73,25.04
라이언,Blue 라이언 전문투자형 사모투자신탁 제1호 종류형 C-S형,2019-02-01,Equity Hedge,미래에셋대우,18,19,"1,051.38",-2.52,-1.45,-0.81,5.14,13.40,5.14
BNK,BNK GO 전문투자형사모투자신탁10호 Class A,2018-07-09,Equity Hedge,한투증권,44,39,882.32,0.91,-0.07,0.93,1.75,-12.38,-11.77
BNK,BNK GO 전문투자형사모투자신탁1호 Class A,2018-01-22,Equity Hedge,한투증권,208,223,"1,067.14",2.86,-1.52,-0.84,-0.25,4.76,6.71
BNK,BNK GO 전문투자형사모투자신탁2호 Class A,2018-02-05,Equity Hedge,한투증권,38,36,956.37,1.07,0.02,0.91,1.81,-3.18,-4.36
BNK,BNK GO 전문투자형사모투자신탁3호 Class A,2018-03-28,Equity Hedge,미래에셋대우,78,75,971.81,2.61,-1.74,-1.00,0.19,-2.29,-2.82
BNK,BNK GO 전문투자형사모투자신탁4호 Class A,2018-04-09,Equity Hedge,미래에셋대우,69,59,865.18,0.99,0.00,0.90,1.73,-11.24,-13.48
BNK,BNK GO 전문투자형사모투자신탁5호 Class C1,2018-03-21,Equity Hedge,한투증권,30,25,836.14,0.98,0.19,1.01,1.78,-13.09,-16.39
BNK,BNK GO 전문투자형사모투자신탁6호 Class A,2018-03-29,Equity Hedge,한투증권,37,32,868.26,1.06,-0.05,0.93,2.36,-10.71,-13.17
BNK,BNK GO 전문투자형사모투자신탁7호 Class C1,2018-04-19,Equity Hedge,NH투자,74,72,970.88,2.69,-1.92,-0.88,3.12,-2.48,-2.91
BNK,BNK GO 전문투자형사모투자신탁8호 Class C1,2018-06-14,Equity Hedge,NH투자,75,65,863.77,1.02,0.01,0.89,1.64,-13.37,-13.62
BNK,BNK더뉴라클전문투자형사모투자신탁1호,2019-04-29,Equity Hedge,KB증권,51,51,998.23,-0.07,-0.02,-0.01,-0.18,-1.22,-0.18
BNK,BNK참치전문투자형사모투자신탁1호 1종,2019-02-28,Equity Hedge,KB증권,50,50,"1,000.00",0.00,0.00,0.00,0.00,0.00,0.00
DB,DB독일로얄브릿지론전문투자형사모투자신탁 제1호 종류A1,2018-05-24,Equity Hedge,미래에셋대우,69,76,"1,101.55",0.81,0.73,0.82,5.60,9.43,10.16
DB,DB캐리플러스전문투자형사모투자신탁 제1호 종류 C-I,2017-12-15,Equity Hedge,NH투자,299,304,"1,050.04",0.22,0.05,0.01,1.56,3.30,5.00
DS,DS증권 공모주투자 전문투자형 사모투자신탁 제1호,2019-06-21,Equity Hedge,미래에셋대우,10,10,999.98,0.00,0.00,0.00,0.00,-0.73,0.00
DS,DS증권 공모주투자 전문투자형 사모투자신탁 제2호,2019-06-21,Equity Hedge,미래에셋대우,10,10,999.98,0.00,0.00,0.00,0.00,-0.73,0.00
DS,DS증권Steady-Up채권형1M전문투자형사모투자신탁 제61호 종류 C-W,2019-06-11,Equity Hedge,NH투자,200,200,"1,000.84",0.08,0.03,0.01,0.08,3.07,0.08
DS,DS증권Steady-Up채권형6M전문투자형사모투자신탁 제29호 종류 C-W,2019-06-18,Equity Hedge,NH투자,90,90,"1,000.96",0.10,0.10,0.01,0.10,11.68,0.10
피델리스,Fidelis홍콩전문투자형사모투자신탁제1호,2019-04-04,Equity Hedge,NH투자,192,194,"1,011.89",0.42,0.17,0.01,1.19,5.56,1.19
아이파트너스,IPARTNERS CLIP 전문투자형 사모투자신탁2호 A,2019-05-29,Equity Hedge,한투증권,80,81,"1,006.72",0.66,0.18,0.08,0.67,10.66,0.67
아이파트너스,IPARTNERS IPO 전문투자형 사모[증권]투자신탁1호 A형,2018-07-05,Equity Hedge,한투증권,67,68,"1,107.29",0.65,0.21,0.09,8.00,11.16,10.73
아이파트너스,IPARTNERS IPO 전문투자형 사모투자신탁1호,2018-06-11,Equity Hedge,한투증권,16,17,"1,108.85",2.09,-1.07,-0.18,9.16,10.59,10.88
아이파트너스,IPARTNERS NPL 전문투자형 사모부동산투자신탁1호 1종,2018-10-30,Equity Hedge,한투증권,25,26,"1,032.47",0.28,0.09,0.04,3.09,5.06,3.25
아이파트너스,IPARTNERS PM 전문투자형 사모투자신탁2호,2018-10-26,Equity Hedge,한투증권,10,13,"1,270.75",-2.55,1.26,0.84,27.38,41.52,27.08
아이파트너스,IPARTNERS Prime 전문투자형 사모투자신탁4호 C,2019-03-13,Equity Hedge,한투증권,39,40,"1,014.95",0.31,-0.15,-0.04,1.50,5.46,1.50
아이파트너스,IPARTNERS Prime 전문투자형 사모투자신탁5호,2019-04-09,Equity Hedge,한투증권,46,46,998.08,-0.05,-0.02,-0.01,-0.19,-0.96,-0.19
아이파트너스,IPARTNERS 물류락인 전문투자형 사모투자신탁3호,2019-02-15,Equity Hedge,한투증권,21,21,998.82,-0.02,-0.01,0.00,-0.12,-0.34,-0.12
아이파트너스,IPARTNERS 코넥스하이일드 전문투자형 사모투자신탁1호,2018-07-05,Equity Hedge,한투증권,10,10,"1,094.24",3.44,-0.74,-0.38,1.15,9.80,9.42
아이파트너스,IPARTNERS 코스닥벤처 전문투자형 사모투자신탁1호,2018-11-06,Equity Hedge,한투증권,53,56,"1,053.69",5.46,2.97,-0.29,5.23,8.63,5.37
아이파트너스,IPARTNERS 한솔 전문투자형 사모투자신탁1호,2018-09-13,Equity Hedge,한투증권,18,18,"1,052.56",0.38,0.13,0.05,3.17,6.83,5.26
KB자산,KB OCIO 글로벌 자산배분 전문투자형 사모 투자신탁 제1호C-S,2019-03-20,Equity Hedge,미래에셋대우,60,60,"1,002.56",0.23,-0.18,-0.17,0.26,1.00,0.26
링크,LINK Ample 코스닥벤처 전문투자형사모혼합자산투자신탁 종류 C-F,2018-05-03,Equity Hedge,미래에셋대우,59,64,"1,087.46",-0.78,-1.78,0.36,13.95,7.71,8.75
링크,LINK IM LongShort 전문투자형사모혼합자산투자신탁 종류 C-G,2019-05-28,Equity Hedge,미래에셋대우,6,6,999.19,-0.09,-0.05,0.09,-0.08,-1.23,-0.08
링크,LINK IPO Topaz 전문투자형사모증권투자신탁 종류 A,2019-04-15,Equity Hedge,미래에셋대우,64,65,"1,012.54",0.81,0.07,-0.08,1.25,6.83,1.25
링크,LINK IPO 전문투자형사모증권투자신탁,2019-02-26,Equity Hedge,미래에셋대우,23,23,"1,007.06",0.58,0.01,0.00,0.71,2.24,0.71
링크,LINK IPO 하이일드 전문투자형사모증권투자신탁 종류 A,2019-04-22,Equity Hedge,미래에셋대우,51,52,"1,008.67",0.74,0.05,-0.01,0.87,5.27,0.87
링크,LINK Ruby 전문투자형사모혼합자산투자신탁 제1호 종류C,2018-05-29,Equity Hedge,미래에셋대우,20,20,"1,136.36",0.32,0.08,0.02,6.23,12.83,13.64
국제,국제 Active IPO 전문투자형사모투자신탁2호,2019-04-26,Equity Hedge,KB증권,20,21,"1,029.82",2.02,0.41,0.20,2.98,19.44,2.98
리코,리코채권혼합전문투자형사모투자신탁제3호,2017-09-21,Equity Hedge,NH투자,80,84,"1,101.85",0.27,0.09,0.04,2.28,5.83,10.19
마운틴,마운틴 고성장 전문투자형사모투자신탁,2018-11-29,Equity Hedge,미래에셋대우,50,50,997.95,-0.02,-0.01,0.00,-0.17,-0.37,-0.20
마운틴,마운틴 하이브 전문투자형사모투자신탁 제1호 C-D,2017-09-28,Equity Hedge,미래에셋대우,3,3,"1,091.95",-0.06,-0.02,-0.01,10.96,5.32,9.20
마이다스,마이다스 Relative Value 전문투자형 사모투자신탁 제1호 Class Cs,2018-06-18,Equity Hedge,KB증권,177,176,997.87,0.37,0.24,-0.08,-1.14,-0.21,-0.21
마이다스,마이다스 콜라보 전문투자형 사모투자신탁 제1호 Class C-S,2018-07-04,Equity Hedge,NH투자,103,115,"1,117.11",4.44,1.31,0.70,26.77,12.14,11.71
마이퍼스트에셋,마이퍼스트에셋 First Class 전문투자형사모투자신탁 제1호_종류C,2019-05-27,Equity Hedge,신한금융투자,21,21,"1,006.67",0.70,0.19,0.18,0.67,9.74,0.67
마이퍼스트에셋,마이퍼스트에셋 얼터너티브 시사이드 전문투자형 사모투자신탁 제1호,2019-05-31,Equity Hedge,삼성증권,15,15,"1,000.35",0.03,0.01,0.00,0.04,0.61,0.04
마일스톤,마일스톤 공모주 코넥스하이일드 전문투자형 사모투자신탁 제1호(Class C-S),2018-06-21,Equity Hedge,NH투자,21,25,"1,188.42",-2.19,-2.53,-0.45,11.40,18.84,18.84
마일스톤,마일스톤 코넥스하이일드 전문투자형 사모투자신탁 제2호 1종,2019-03-29,Equity Hedge,NH투자,14,14,990.03,0.07,-0.23,-0.20,-1.00,-4.33,-1.00
마일스톤,마일스톤 코스닥벤처 전문투자형 사모투자신탁 제2호 1종,2019-03-29,Equity Hedge,NH투자,39,41,"1,054.08",-2.81,-1.45,-0.62,5.41,23.50,5.41
마일스톤,마일스톤 하이일드 전문투자형 사모투자신탁 제1호 1종,2019-03-29,Equity Hedge,NH투자,28,28,"1,022.94",1.25,0.05,-0.02,2.29,9.97,2.29
머스트,머스트 전문투자형 사모투자신탁 제6호 종류A,2019-06-14,Equity Hedge,미래에셋대우,152,151,996.45,-0.35,-0.36,-0.44,-0.35,-18.51,-0.35
멀티에셋,멀티에셋 MF 듀얼모멘텀 전문투자형사모투자신탁제1호_Cs,2019-03-20,Equity Hedge,한투증권,41,42,"1,015.80",-0.62,0.12,0.29,1.58,6.20,1.58
멀티에셋,멀티에셋 글로벌 뉴웨이브 4.0 전문투자형사모투자신탁제1호_Cs,2019-03-20,Equity Hedge,한투증권,56,54,971.35,-0.42,-0.15,-0.19,-2.87,-11.24,-2.87
멀티에셋,멀티에셋 글로벌CB 오퍼튜니티 전문투자형사모투자신탁제1호_Cs,2019-06-13,Equity Hedge,KB증권,140,140,"1,001.61",0.16,0.15,0.06,0.16,7.35,0.16
멀티에셋,멀티에셋 글로벌메자닌 베트남 1등기업 전문투자형사모투자신탁제1호_C,2018-07-31,Equity Hedge,KB증권,22,23,"1,027.99",0.39,0.22,0.35,5.70,3.14,2.80
